Listagem de Distribuidoras 2009 a 2020;;;;;;;;;;;;;
;;;;;;;;;;;;;
Ano de exibição;Distribuidora;Número de Registro Ancine;Origem da empresa distribuidora;Público;Público Filmes Brasileiros;Renda (R$);Renda Filmes Brasileiros (R$);Títulos Exibidos;Títulos Brasileiros Exibidos;Títulos Lançados;Títulos Brasileiros Lançados;;
5. Foram consideradas distribuidoras internacionais as empresas brasileiras subsidiárias dos grandes estúdios de produção e distribuição dos Estados Unidos da América (EUA): Paramount, Universal, Disney, Sony, Fox e Warner. Todas as demais foram definidas como empresas nacionais de distribuição. As parcerias de distribuição entre distribuidoras internacionais e distribuidoras nacionais foram classificadas como Codistribuição Internacional-Nacional.;;;;;;;;;;;;;
"6. A coluna ""Número de Registro Ancine"" disponibiliza todos os registros ativos vinculados às empresas.";;;;;;;;;;;;;
7. Na atualização deste arquivo publicada em 28/03/2022, os dados referentes ao ano de 2019 sofreram correções, em virtude de inconsistências encontradas. Nestas alterações, destacamos, dentre outras, a exclusão de filmes que não se enquadravam como longa-metragem, a correção de datas de lançamento e gêneros cinematográficos, bem como, atualizações de informações sobre distribuidoras, a partir de novas informações. Os números referentes ao ano de 2019, no entanto, continuam refletindo a posição no Sistema Ancine de Distribuição (SADIS) em 04/05/2020. ;;;;;;;;;;;;;
;;;;;;;;;;;;;
Fonte:;;;;;;;;;;;;;
2020: ANCINE / SADIS (Sistema de Acompanhamento da Distribuição em Salas de Exibição) - Dados compilados em 16/08/2021.;;;;;;;;;;;;;
2019: ANCINE / SADIS (Sistema de Acompanhamento da Distribuição em Salas de Exibição) - Dados compilados em 04/05/2020.;;;;;;;;;;;;;
2018: ANCINE / SADIS (Sistema de Acompanhamento da Distribuição em Salas de Exibição) - Dados compilados em 22/02/2019.;;;;;;;;;;;;;
2016 e 2017: ANCINE / SADIS (Sistema de Acompanhamento da Distribuição em Salas de Exibição) - Dados compilados em 02/04/2018.;;;;;;;;;;;;;
2009 a 2015: ANCINE / SADIS (Sistema de Acompanhamento da Distribuição em Salas de Exibição) - Dados compilados em 22/12/2017.;;;;;;;;;;;;;
;;;;;;;;;;;;;
Elaboração: Coordenação de Gestão das Informações Regulatórias - CGI/SRG/ANCINE. Publicado em 28/03/2022.;;;;;;;;;;;;;
