Listagem dos Agentes Econômicos Registrados na Ancine;;;;;;;;;
;;;;;;;;;
Registro Ancine;CNPJ;Razão Social;Atividade Econômica Principal;Natureza Jurídica;Munícipio;UF;Data do Primeiro Registro na Ancine;Data de Abertura da Empresa;Agente Econômico Brasileiro Independente
49369;42.027.307/0001-26;4LICENCE CONTEÚDO E ENTRETENIMENTO LTDA;Programadoras;Sociedade Empresária Limitada;BARUERI;SP;27/08/2021;20/05/2021;NÃO
44910;34.316.856/0001-92;4P COMUNICAÇÃO INTEGRADA - EIRELI;Atividades de gravação de som e de edição de música;Empresa Individual de Responsabilidade Limitada (de Natureza Simples);ARACAJU;SE;08/01/2020;25/07/2019;NÃO
22672;16.434.076/0001-65;4U FILMS LTDA ME;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;RIO DE JANEIRO;RJ;01/11/2012;11/07/2012;SIM
44780;13.437.109/0001-32;4US SERVIÇOS ARTÍSTICOS LTDA - ME;Produção de filmes para publicidade;Sociedade Empresária Limitada;SÃO PAULO;SP;13/12/2019;21/02/2011;SIM
36848;19.231.243/0001-69;502 COMUNICACAO E TECNOLOGIA LTDA - ME;Desenvolvimento de programas de computador sob encomenda;Sociedade Empresária Limitada;RIO DE JANEIRO;RJ;27/06/2017;08/11/2013;SIM
23812;17.618.761/0001-04;511 FILMES LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;SÃO PAULO;SP;19/04/2013;29/01/2013;SIM
23446;15.873.295/0001-88;52 ANIMATION STUDIO COMÉRCIO E LICENCIAMENTO LTDA - ME;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;FLORIANÓPOLIS;SC;12/03/2013;29/06/2012;SIM
15770;10.786.834/0001-28;53 DIGITAL PRODUÇÕES CINEMATOGRÁFICAS LTDA - ME;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Simples Limitada;RIO DE JANEIRO;RJ;16/07/2009;13/04/2009;SIM
31831;23.671.684/0001-59;55 FILMES E PRODUCOES EIRELI - ME;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);SÃO PAULO;SP;13/01/2016;16/11/2015;SIM
45422;35.524.311/0001-34;55 STUDIOS E PRODUCOES EIRELI;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);SÃO PAULO;SP;30/03/2020;14/11/2019;SIM
43305;33.643.237/0001-40;5600K PRODUÇÕES LTDA;Artes cênicas, espetáculos e atividades complementares não especificados anteriormente;Sociedade Empresária Limitada;RIO DE JANEIRO;RJ;26/06/2019;16/05/2019;SIM
49254;37.959.322/0001-72;5AM PRODUTORA EIRELI;Estúdios cinematográficos;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);MACEIÓ;AL;11/08/2021;04/08/2020;SIM
26817;19.923.803/0001-46;5E60 CONTEUDO E PRODUCOES ARTISTICAS LTDA - ME;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;RIO DE JANEIRO;RJ;12/05/2014;21/03/2014;SIM
40163;63.943.476/0001-86;5PONTO3 DIGITAL LTDA;Produção de filmes para publicidade;Sociedade Empresária Limitada;SÃO PAULO;SP;13/06/2018;02/07/1990;SIM
20454;12.965.878/0001-40;602 PRODUÇÕES DE FILMES LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;MANAUS;AM;07/12/2011;03/12/2010;SIM
14559;09.460.226/0001-40;6D FILMES PRODUCOES CINEMATOGRAFICAS LTDA ME;Produção de filmes para publicidade;Sociedade Empresária Limitada;RIO DE JANEIRO;RJ;04/11/2008;24/03/2008;SIM
21566;12.253.487/0001-01;7 1/2 FILMES LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;BELO HORIZONTE;MG;18/05/2012;20/07/2010;SIM
19508;09.163.728/0001-09;7 FILMES PRODUÇÕES LTDA - ME;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;SÃO PAULO;SP;22/08/2011;05/10/2007;SIM
41389;17.516.635/0001-49;7 MARIAS PRODUÇÕES ARTÍSTICAS LTDA. - EPP;Produção teatral;Sociedade Empresária Limitada;SÃO PAULO;SP;17/10/2018;14/01/2013;SIM
26141;18.009.049/0001-70;70 FILMES PRODUCOES ARTÍSTICAS LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;RIO DE JANEIRO;RJ;11/02/2014;26/04/2013;SIM
48762;13.380.601/0001-19;78 ROTAÇÕES PRODUÇÕES E EVENTOS CULTURAIS LTDA;Produção musical;Sociedade Simples Limitada;RIO DE JANEIRO;RJ;24/06/2021;23/02/2011;SIM
13189;08.427.216/0001-40;7D PRODUCAO EIRELI;Estúdios cinematográficos;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);LINHARES;ES;27/11/2007;09/11/2006;SIM
20988;14.108.555/0001-66;7FILMES PRODUÇÕES E PUBLICIDADE LTDA.;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;RIO DE JANEIRO;RJ;28/02/2012;11/08/2011;SIM
38217;15.309.872/0001-03;7IRISFILMES PRODUÇÕES AUDIOVISUAIS EIRELI;Produção de filmes para publicidade;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);SÃO BERNARDO DO CAMPO;SP;16/11/2017;03/04/2012;SIM
39049;13.790.799/0001-09;8 DIGITOS PRODUCOES LTDA.;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;SÃO PAULO;SP;12/03/2018;01/06/2011;SIM
27855;19.036.008/0001-36;8 MILÍMETROS PRODUÇÕES AUDIOVISUAIS LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;SÃO PAULO;SP;08/10/2014;09/10/2013;SIM
22973;09.590.644/0001-51;8 PRODUÇÃO CULTURAL LTDA - ME;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;RIO DE JANEIRO;RJ;20/12/2012;30/05/2008;SIM
11728;08.287.614/0001-08;88 ARTE CONTEMPORANEA LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;BELO HORIZONTE;MG;13/12/2006;13/09/2006;SIM
40522;29.028.466/0001-87;8BEES COMUNICAÇÃO, ENTRETENIMENTO E CRIATIVIDADE - EIRELI;Consultoria em publicidade;Empresário (Individual) ;SÃO PAULO;SP;12/07/2018;08/11/2017;SIM
21558;07.573.802/0001-30;8U PRODUTORA E DISTRIBUIDORA DE FILMES LTDA;Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;SÃO PAULO;SP;17/05/2012;25/07/2005;SIM
21029;14.428.603/0001-01;8X COMUNICAÇÕES LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Simples Limitada;RIO DE JANEIRO;RJ;06/03/2012;07/10/2011;SIM
39124;22.271.186/0001-56;9 MUSAS PRODUÇÕES CULTURAIS LTDA - ME;Pesquisa e desenvolvimento experimental em ciências sociais e humanas;Sociedade Empresária Limitada;RIO DE JANEIRO;RJ;16/03/2018;16/04/2015;SIM
1371;05.622.711/0001-11;916 FILMES - EIRELI;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);SÃO PAULO;SP;16/12/2003;10/04/2003;SIM
28785;21.578.345/0001-05;921 MIDIA EIRELI;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);SÃO PAULO;SP;26/01/2015;17/12/2014;SIM
14735;08.991.631/0001-21;99 PRODUCOES ARTISTICAS LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;OLINDA;PE;12/12/2008;15/08/2007;SIM
12792;04.570.029/0001-60;9D PRODUCOES & EVENTOS LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;RIO DE JANEIRO;RJ;08/08/2007;22/06/2001;SIM
37784;05.800.079/0001-59;9D STUDIO COMÉRCIO E SERVIÇOS LTDA.;Produção de filmes para publicidade;Sociedade Empresária Limitada;SÃO LUÍS;MA;26/09/2017;11/08/2003;SIM
19349;11.986.805/0001-72;9PLAY PRODUCOES E CONTEUDO LTDA - ME;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;SÃO PAULO;SP;28/07/2011;07/05/2010;SIM
43232;18.957.742/0001-75;A A GRANDO PROPAGANDA E PRODUTORA EIRELI;Agências de publicidade;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);SÃO PAULO;SP;17/06/2019;25/09/2013;SIM
46317;37.524.516/0001-45;A B DA SILVA;Edição integrada à impressão de jornais diários;Empresário (Individual) ;COLINAS DO TOCANTINS;TO;12/08/2020;25/06/2020;SIM
49425;08.185.656/0001-38;A B S DE LIMA PRODUÇÕES;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;SÃO PAULO;SP;02/09/2021;17/07/2006;SIM
50134;14.794.076/0001-40;A BANDEIRA MORGADO DESIGN GRAFICO;Desenvolvimento de programas de computador sob encomenda;Empresário (Individual) ;RIO DE JANEIRO;RJ;14/12/2021;22/12/2011;SIM
50094;17.125.654/0001-44;A C D PINHEIRO LIMA;Serviços combinados de escritório e apoio administrativo;Empresário (Individual) ;SÃO PAULO;SP;06/12/2021;24/09/2012;SIM
46363;33.894.535/0001-02;A C F SAMPAIO – FLORESTAL EIRELI;Serviços de engenharia;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);MARINGÁ;PR;18/08/2020;11/06/2019;SIM
46714;22.184.650/0001-77;A C PEREIRA PRODUCAO CINEMATOGRAFICA E EVENTOS;Artes cênicas, espetáculos e atividades complementares não especificados anteriormente;Empresário (Individual) ;RIO DE JANEIRO;RJ;22/09/2020;03/04/2015;SIM
4205;73.238.305/0001-00;A C VÍDEO FILMAGENS LTDA ME;Atividades de produção de fotografias, exceto aérea e submarina;Sociedade Empresária Limitada;FLORIANÓPOLIS;SC;10/06/2005;01/09/1993;SIM
20373;09.047.330/0001-07;A CÂMARA CLARA INSTITUTO DE MEMÓRIA E IMAGEM;Atividades de organizações associativas ligadas à cultura e à arte;Associação Privada;FLORIANÓPOLIS;SC;23/11/2011;06/09/2007;SIM
36639;12.872.112/0001-11;A CASA DOS SONHOS EVENTOS E PUBLICIDADE EIRELI;Serviços de organização de feiras, congressos, exposições e festas;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);BRASÍLIA;DF;05/06/2017;12/11/2010;SIM
22766;15.722.352/0001-28;A CAYPORA PRODUÇÕES DE ARTE E EVENTOS LTDA;Artes cênicas, espetáculos e atividades complementares não especificados anteriormente;Sociedade Simples Limitada;SÃO PAULO;SP;16/11/2012;28/05/2012;SIM
45582;30.168.444/0001-00;A COZINHA POP - COMÉRCIO DE UTENSÍLIOS LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;CURITIBA;PR;28/04/2020;20/04/2018;SIM
46402;08.928.102/0001-83;A DE F FALCÃO;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;RECIFE;PE;21/08/2020;02/07/2007;SIM
20730;04.067.184/0001-68;A DE PÁDUA LEITE DA SILVA-ME;Agências de publicidade;Empresário (Individual) ;TIANGUÁ;CE;27/01/2012;05/09/2000;SIM
13047;07.928.850/0001-01;A DE S BAENA PUBLICIDADE;Agencia de publicidade;Empresário (Individual) ;BELÉM;PA;10/10/2007;25/10/2005;SIM
39440;30.054.234/0001-82;A DONA DA CASA PRODUÇÕES ARTISTICAS LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;RIO DE JANEIRO;RJ;17/04/2018;26/03/2018;SIM
1016;01.294.496/0001-16;A EXCEÇÃO E A REGRA PRODUÇÕES ARTÍSTICAS LTDA.;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;SÃO PAULO;SP;24/01/2003;01/07/1996;SIM
44053;34.676.829/0001-20;A F D SALLES SERVIÇOS DE AUDIOVISUAL E PUBLICAÇÕES;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;BELO HORIZONTE;MG;17/09/2019;27/08/2019;SIM
33454;23.964.115/0001-00;A FABRICA ENTRETENIMENTO E PARTICIPAÇÕES LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;RIO DE JANEIRO;RJ;30/06/2016;05/01/2016;SIM
32098;23.957.635/0001-87;A FABRICA FILMES LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;RIO DE JANEIRO;RJ;18/02/2016;05/01/2016;SIM
37316;13.772.120/0001-59;A FABRIKA CINEMATOGRAFICA LTDA EPP;Produção de filmes para publicidade;Sociedade Empresária Limitada;NITERÓI;RJ;14/08/2017;01/06/2011;SIM
2002;05.515.177/0001-44;A FANTÁSTICA FÁBRICA DE FILMES LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Simples Limitada;SÃO PAULO;SP;15/07/2004;03/02/2003;SIM
46508;04.288.085/0001-06;A FERREIRA DA CRUZ JUNIOR;Construção de edifícios;Empresário (Individual) ;RIO BRANCO;AC;02/09/2020;18/01/2001;NÃO
26403;19.013.288/0001-67;A FIRMA FILMES EIRELI-ME;Produção de filmes para publicidade;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);GOIÂNIA;GO;25/03/2014;04/10/2013;SIM
30828;18.584.832/0001-68;A FLOR E A NAUSEA LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;SÃO PAULO;SP;28/08/2015;31/07/2013;SIM
996;27.063.726/0001-20;A GAZETA DO ESPIRITO SANTO RADIO E TV LTDA;Atividades de televisão aberta;Sociedade Empresária Limitada;VITÓRIA;ES;21/01/2003;03/07/1973;NÃO
15952;09.549.087/0001-25;A ILHA FILMES LOCAÇÕES E PRODUÇÕES LTDA ME;Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador;Sociedade Empresária Limitada;SALVADOR;BA;03/09/2009;17/03/2008;SIM
2233;02.241.562/0001-52;A ILHA PRODUÇÃO LTDA;Produção de filmes para publicidade;Sociedade Empresária Limitada;RIBEIRÃO PRETO;SP;22/10/2004;10/11/1997;SIM
37792;09.379.509/0001-61;A ILHA TECNOLOGIA E SERVIÇOS EIRELI-ME;Agências de publicidade;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);CAPINÓPOLIS;MG;26/09/2017;28/01/2008;NÃO
49865;40.718.182/0001-55;A ISCA COMERCIO DE LIVROS E SERVIÇOS LTDA;Comércio varejista de livros;Sociedade Empresária Limitada;RIO DE JANEIRO;RJ;27/10/2021;04/02/2021;SIM
17534;12.290.481/0001-04;A J DUARTE JUNIOR EPP;Produção de filmes para publicidade;Empresário (Individual) ;MACAPÁ;AP;09/08/2010;27/07/2010;SIM
47155;11.962.616/0001-60;A L DE SOUZA PRODUÇÕES CULTURAIS;Serviços de organização de feiras, congressos, exposições e festas;Empresário (Individual) ;SÃO PAULO;SP;11/11/2020;19/05/2010;SIM
40322;10.749.170/0001-27;A L DO N PADIAL;Agências de publicidade;Empresário (Individual) ;MANAUS;AM;28/06/2018;08/04/2009;NÃO
42000;28.266.365/0001-81;A L L GARBIM PRODUÇÕES ARTISTICAS;Artes cênicas, espetáculos e atividades complementares não especificados anteriormente;Empresário (Individual) ;ANDRADINA;SP;14/01/2019;26/07/2017;SIM
25502;18.991.418/0001-73;A M DAL PONT BERNARDINO SILVA - ME;Produção de filmes para publicidade;Empresário (Individual) ;PARANAVAÍ;PR;23/10/2013;27/09/2013;SIM
38781;21.012.925/0001-22;A M ESCUDEIRO LUNA COELHO PRODUÇÕES ARTÍSTICAS - ME;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;FORTALEZA;CE;15/02/2018;10/09/2014;SIM
35028;25.239.910/0001-52;A M LACERDA;Artes cênicas, espetáculos e atividades complementares não especificados anteriormente;Empresário (Individual) ;FORTALEZA;CE;05/01/2017;19/07/2016;SIM
44619;13.266.688/0001-06;A M PEREIRA DESIGN ME;Serviços de acabamentos gráficos, exceto encadernação e plastificação;Empresário (Individual) ;SÃO PAULO;SP;22/11/2019;09/02/2011;SIM
50226;18.294.533/0001-99;A MACACO INDUSTRIA CRIATIVA EIRELI;Produção musical;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);BELO HORIZONTE;MG;06/01/2022;13/06/2013;NÃO
48745;14.699.238/0001-61;A MONTANHA PRODUÇÕES ARTÍSTICAS E CINEMATOGRAFICAS LTDA;Seleção e agenciamento de mão-de-obra;Sociedade Empresária Limitada;SÃO PAULO;SP;23/06/2021;18/11/2011;SIM
37521;17.830.413/0001-04;A N DE O QUEIROZ REF EIRELI ME;Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);MANAUS;AM;28/08/2017;27/03/2013;SIM
37435;28.236.805/0001-58;A N DE SOUSA PRODUCOES CINEMATOGRAFICAS - ME;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;JACUNDÁ;PA;21/08/2017;21/07/2017;SIM
39395;29.069.319/0001-55;A N L EDICAO DE LIVROS LTDA - EPP;Edição de livros;Sociedade Empresária Limitada;MANAUS;AM;12/04/2018;14/11/2017;NÃO
951;02.913.172/0001-81;A NOVA CDI - CASA DOS INDEPENDENTES LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;SÃO PAULO;SP;27/12/2002;04/11/1998;SIM
49313;27.285.130/0001-74;A O DOS SANTOS;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;PALMAS;TO;19/08/2021;13/03/2017;SIM
47601;18.890.721/0001-80;A P C DA COSTA - ME;Produção de filmes para publicidade;Empresário (Individual) ;NATAL;RN;22/01/2021;12/09/2013;NÃO
34375;03.579.958/0001-77;A P MACEDO FOTOGRAFIA E FILMES - ME;Produção de filmes para publicidade;Empresário (Individual) ;HOLAMBRA;SP;13/10/2016;02/12/1999;SIM
41423;23.561.383/0001-72;A P O DE ARAUJO GESTAO DE PROJETOS AUDIOVISUAIS;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;SÃO PAULO;SP;22/10/2018;28/10/2015;SIM
49480;27.442.611/0001-46;A PAULA DA SILVA;Produção musical;Empresário (Individual) ;MACEIÓ;AL;09/09/2021;02/04/2017;SIM
36198;10.354.515/0001-43;A PEDRO ME;Agências de notícias;Empresário (Individual) ;SÃO PAULO;SP;26/04/2017;01/09/2008;SIM
44845;32.554.049/0001-82;A PIAZADA FILMES EIRELI;Produção de filmes para publicidade;Empresa Individual de Responsabilidade Limitada (de Natureza Empresária);CURITIBA;PR;23/12/2019;24/01/2019;SIM
45733;31.663.860/0001-39;A PLAYERS PRODUÇOES LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;SÃO PAULO;SP;20/05/2020;02/10/2018;SIM
49238;41.759.821/0001-93;A PRODUTORA FILMES LTDA;Produção de filmes para publicidade;Sociedade Empresária Limitada;BRASÍLIA;DF;09/08/2021;29/04/2021;SIM
15642;09.466.092/0001-74;A PRODUTORA PRODUCAO DE AUDIO E VIDEO LTDA;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Empresária Limitada;CUIABÁ;MT;23/06/2009;03/04/2008;SIM
43937;20.855.861/0001-69;A R LUZ JUNIOR ME;Agenciamento de espaços para publicidade, exceto em veículos de comunicação;Empresário (Individual) ;CORUMBÁ;MS;05/09/2019;18/08/2014;SIM
44462;26.026.790/0001-78;A R MOREIRA;Filmagem de festas e eventos;Empresário (Individual) ;SÃO PAULO;SP;01/11/2019;24/08/2016;SIM
30474;14.239.061/0001-10;A RAIHER PRODUÇOES ME;Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente;Empresário (Individual) ;PRESIDENTE PRUDENTE;SP;16/07/2015;01/09/2011;SIM
18475;12.752.329/0001-98;A REGINA TORQUETTI;Comércio varejista de suvenires, bijuterias e artesanatos;Empresário (Individual) ;BALSAS;MA;24/03/2011;20/10/2010;NÃO
45484;10.465.962/0001-70;A S BRAZ PRODUCAO DE FILMES CINEMATOGRAFICOS;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Empresário (Individual) ;RIO DE JANEIRO;RJ;08/04/2020;31/10/2008;SIM
49615;23.433.889/0001-04;A S O DO NASCIMENTO AGENCIA DIGITAL;Marketing direto;Empresário (Individual) ;MACEIÓ;AL;24/09/2021;07/10/2015;SIM
1421;73.703.068/0001-00;A S PRODUÇÕES CULTURAIS LTDA.;Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente;Sociedade Simples Limitada;RIO DE JANEIRO;RJ;26/08/2003;08/11/1993;SIM
