Listagem dos Filmes Brasileiros Lançados Comercialmente em Salas de Exibição com Valores Captados através de Mecanismos de Incentivo e Fundo Setorial do Audiovisual - 1995 a 2019;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Ano de Lançamento;Certificado de Produto Brasileiro (CPB);Título;Direção;Gênero;Empresa Produtora Brasileira Majoritária;UF;Empresa Produtora Minoritária Brasileira;UF;Distribuidora;Máximo de Salas;Público;Renda (R$);Projeto de incentivo aprovado?;Art. 18;Art. 25;Art. 1º;Art. 1 º A;Art. 3º;Art. 3º A;Conversão da dívida;Art. 39;Funcines;FSA;Outras Fontes;Valor Total Captado/ Contratados(R$)
1999;B0400064000000;Tiradentes;Oswaldo Caldeira;Ficção;Oswaldo Caldeira Produções Cinematográficas/RioFilme;RJ/RJ; -; -;RioFilme;3;7.489;34.253,00;Sim;355.754,41; - ;1.939.501,00; - ; - ; - ; - ; - ; - ; -; -;2.295.255,41
1999;B0500310200000;Um Copo de Cólera;Aluizio Abranches;Ficção;Tambellini Filmes;RJ; -; -;RioFilme;7;58.337;309.094,00;Sim; - ; - ;677.169,00; - ; - ; - ; - ; - ; - ; -; -;677.169,00
1999;B0800854000000;Uma Aventura do Zico;Antonio Carlos da Fontoura;Ficção;Filmes do Equador/Quanta-Rio;RJ/RJ; -; -;Lumière;60;36.727;158.373,00;Sim; - ; - ;3.000.000,00; - ; - ; - ; - ; - ; - ; -; -;3.000.000,00
1999;B0500186500000;Xuxa Requebra;Tizuka Yamasaki;Ficção;Diler & Associados;RJ; -; -;Fox;218;2.074.461;8.173.376,00;Sim;213.529,97; - ;2.829.806,00; - ; - ; - ; - ; - ; - ; -; -;3.043.335,97
1999;Sem CPB;Zoando na TV;José Alvarenga Jr.;Ficção;Angélica Produções Artísticas/Globo Filmes//Lereby;RJ/RJ/RJ; -; -;Columbia;143;911.394;3.463.297,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2000;B0400065500000;A Terceira Morte de Joaquim Bolivar;Flávio Cândido;Ficção;Cândido&Moraes;RJ; -; -;RioFilme;1;2.330;11.497,00;Sim;236.100,00; - ;1.754,00; - ; - ; - ; - ; - ; - ; -; -;237.854,00
2000;B0500309500000;Amélia;Ana Carolina;Ficção;Crystal Cinematográfica;RJ; -; -;RioFilme;6;24.431;140.283,00;Sim;2.260.000,00; - ;1.193.080,00; - ; - ; - ; - ; - ; - ; -; -;3.453.080,00
2000;B0600534900000;Através da Janela;Tata Amaral;Ficção;A.F. Cinema/Tangerina Entretenimento;SP/SP; -; -;RioFilme;5;10.271;53.960,00;Sim;350.000,00; - ;975.930,00; - ; - ; - ; - ; - ; - ; -; -;1.325.930,00
2000;B0500386700000;Bossa Nova;Bruno Barreto;Ficção;Filmes do Equador/LC Barreto;RJ/RJ; -; -;Columbia;158;520.614;3.165.333,00;Sim;920.000,00; - ;2.846.000,00; - ;498.065,37; - ; - ; - ; - ; -; -;4.264.065,37
2000;B0700686200000;Cronicamente Inviável;Sérgio Bianchi;Ficção;Agravo Produções Cinematográficas;SP; -; -;RioFilme;6;69.443;378.287,00;Sim;300.000,00; - ;906.677,07; - ; - ; - ; - ; - ; - ; -; -;1.206.677,07
2000;B0500312500000;Cruz e Sousa - o Poeta do Desterro;Sylvio Back;Ficção;Usina de Kyno;PR; -; -;RioFilme;2;3.608;15.510,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2000;B0500311600000;Estorvo;Ruy Guerra;Ficção;Skylight;RJ; -; -;RioFilme;4;11.532;66.325,00;Sim;714.999,99; - ;2.978.579,00; - ;38.181,08; - ; - ; - ; - ; -; -;3.731.760,07
2000;B0500237200000;Eu, tu, eles;Andrucha Waddington;Ficção;Conspiração Filmes;RJ; -; -;Columbia;132;695.682;4.111.481,00;Sim;581.848,41; - ;2.544.080,00; - ;1.167.370,27; - ; - ; - ; - ; -; -;4.293.298,68
2000;B0500363900000;Gêmeas;Andrucha Waddington;Ficção;Conspiração Filmes;RJ; -; -;Columbia;18;40.368;234.781,00;Sim; - ; - ;265.000,00; - ; - ; - ; - ; - ; - ; -; -;265.000,00
2000;B0600561200000;Hans Staden;Luiz Alberto Pereira;Ficção;Lapfilme;SP; -; -;RioFilme;9;46.646;238.389,00;Sim; - ; - ;1.269.218,35; - ; - ; - ; - ; - ; - ; -; -;1.269.218,35
2000;B0500310400000;Iremos a Beirute;Marcus Moura;Ficção;Estação Luz Filmes;CE; -; -;RioFilme;3;1.639;8.751,00;Sim; - ; - ;535.792,00; - ; - ; - ; - ; - ; - ; -; -;535.792,00
2000;B0500312100000;Minha Vida em suas Mãos;José Antônio Garcia;Ficção;Roderaf Produções Artísticas;RJ; -; -;Warner;15;10.222;45.733,00;Sim;1.148.000,00; - ;347.838,00; - ; - ; - ; - ; - ; - ; -; -;1.495.838,00
2000;B0800875000000;O Auto da Compadecida;Guel Arraes;Ficção;Globo Filmes;RJ; -; -;Columbia;199;2.157.166;11.496.994,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2000;B0500309400000;O Dia da Caça;Alberto Graça;Ficção;Mpc Filmes;RJ; -; -;UIP/RioFilme;50;43.531;239.708,00;Sim;1.252.999,99; - ;2.472.463,12; - ;79.999,99; - ; - ; - ; - ; -; -;3.805.463,10
2000;B0500310600000;O Rap do Pequeno Príncipe Contra as Almas Sebosas;Marcelo Luna/Paulo Caldas;Documentário;Raccord Produções;RJ; -; -;RioFilme;9;22.577;73.489,00;Sim;150.000,00; - ;338.000,00; - ; - ; - ; - ; - ; - ; -; -;488.000,00
2000;B0300011200000;Oriundi;Ricardo Bravo;Ficção;Laz Audiovisual;PR; -; -;Warner;68;38.755;223.608,00;Sim;330.779,00; - ;2.985.378,00; - ; - ; - ; - ; - ; - ; -; -;3.316.157,00
2000;B0500406100000;Os Três Zuretas;Cecílio Neto;Ficção;CN Cine;SP; -; -;RioFilme;18;6.760;33.899,00;Sim; - ; - ;379.080,00; - ; - ; - ; - ; - ; - ; -; -;379.080,00
2000;B0400163400000;Pierre Verger: Mensageiro entre Dois Mundos;Lula Buarque de Hollanda;Documentário;Conspiração Filmes/Globosat;RJ/RJ; -; -;RioFilme;ND;3.400;ND;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2000;B0500247700000;Quase Nada;Sergio Rezende;Ficção;Morena Filmes;RJ; -; -;RioFilme;11;10.691;63.937,00;Sim;525.000,00; - ;59.227,00; - ; - ; - ; - ; - ; - ; -; -;584.227,00
2000;B0800899400000;Tolerância;Carlos Gerbase;Ficção;Casa de Cinema de Porto Alegre;RS; -; -;Columbia;90;84.620;497.953,00;Sim; - ; - ;1.243.164,48; - ;250.000,00; - ; - ; - ; - ; -; -;1.493.164,48
2000;B0500266700000;Um Certo Dorival Caymmi;Aluisio Didier;Documentário;Brasiliana Produções;RJ; -; -;RioFilme;2;2.076;10.509,00;Sim; - ; - ;452.289,00; - ; - ; - ; - ; - ; - ; -; -;452.289,00
2000;B0400132100000;Villa Lobos - uma Vida de Paixão;Zelito Viana;Ficção;Mapa Filmes;RJ; -; -;UIP/RioFilme;50;143.981;874.453,00;Sim;1.789.999,98; - ;2.141.439,00; - ; - ; - ; - ; - ; - ; -; -;3.931.438,98
2000;B0500297900000;Xuxa Popstar;Paulo Sérgio Almeida/Tizuka Yamasaki;Ficção;Diler & Associados;RJ;Warner;SP;Warner;304;2.394.326;9.625.191,00;Sim;90.000,00; - ;212.354,00; - ;1.600.000,00; - ; - ; - ; - ; -; -;1.902.354,00
2001;B0400100600000;2000 Nordestes;David França Mendes/Sandra Magalhães Delgado/Vicente Amorim;Documentário;Filmes do Equador;RJ; -; -;RioFilme;2;4.297;20.707,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2001;B0901027200000;A Hora Marcada;Marcelo Taranto;Ficção;MT Filmes;RJ; -; -;UIP;18;16.441;92.213,00;Sim;100.377,21; - ;1.765.618,00; - ; - ; - ; - ; - ; - ; -; -;1.865.995,21
2001;B0500309300000;A Partilha;Daniel Filho;Ficção;Lereby;RJ; -; -;Columbia;155;1.449.411;8.797.925,00;Sim; - ; - ;1.000.000,00; - ;789.365,71; - ; - ; - ; - ; -; -;1.789.365,71
2001;B0500308900000;Abril Despedaçado;Walter Salles;Ficção;Videofilmes;RJ; -; -;Lumière;49;353.713;2.063.956,00;Sim; - ; - ;2.700.000,00; - ;149.529,90; - ;3.991.766,92; - ; - ; -; -;6.841.296,82
2001;B0500309600000;Amores Possíveis;Sandra Werneck;Ficção;Cineluz Produções;RJ;LaboCine/Estudios Quanta;RJ/SP;Fox;80;396.224;2.658.663,00;Sim;749.999,80; - ;648.218,00; - ;584.480,02; - ; - ; - ; - ; -; -;1.982.697,82
2001;B0500254900000;Anésia - um Vôo no Tempo;Ludmila Ferolla;Documentário;Mares Produções;RJ; -; -;RioFilme;3;1.498;6.436,00;Sim; - ; - ;346.923,00; - ; - ; - ; - ; - ; - ; -; -;346.923,00
2001;B0500311700000;As Feras;Walter Hugo Khouri;Ficção;Cinearte Produções Cinematográficas;SP; -; -;RioFilme;5;3.645;14.922,00;Sim;300.000,00; - ; - ; - ; - ; - ; - ; - ; - ; -; -;300.000,00
2001;B0500312300000;Babilônia 2000;Eduardo Coutinho;Documentário;Videofilmes;RJ; -; -;RioFilme;3;15.301;86.496,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2001;B0500312400000;Barra 68 - Sem Perder a Ternura;Vladimir Carvalho;Documentário;Folkino Produções Audiovisuais;DF; -; -;RioFilme;3;6.989;31.427,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2001;B0500309800000;Bicho de Sete Cabeças;Laís Bodanzky;Ficção;Buriti Filmes/Dezenove Som e Imagens;SP/SP;Gullane;SP;Columbia;50;401.565;2.184.514,00;Sim;250.000,00; - ;690.630,00; - ; - ; - ; - ; - ; - ; -; -;940.630,00
2001;B0700637600000;Brava Gente Brasileira;Lucia Murat;Ficção;Taiga Filmes e Vídeo;RJ; -; -;RioFilme;14;23.170;102.507,00;Sim; - ; - ;1.191.757,00; - ; - ; - ; - ; - ; - ; -; -;1.191.757,00
2001;B0500309100000;Bufo & Spallanzani;Flávio Ramos Tambellini;Ficção;Tambellini Filmes;RJ; -; -;Warner;39;47.017;251.836,00;Sim;600.000,00; - ;1.912.932,50; - ;196.000,00; - ; - ; - ; - ; -; -;2.708.932,50
2001;B0500312200000;Caramuru - a Invenção do Brasil;Guel Arraes;Ficção;Globo Filmes;RJ; -; -;Columbia;170;246.023;1.500.740,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2001;B0500312000000;Condenado à Liberdade;Emiliano Ribeiro;Ficção;Ipê Artes;RJ; -; -;UIP;38;15.262;77.169,00;Sim; - ; - ;1.929.507,33; - ; - ; - ; - ; - ; - ; -; -;1.929.507,33
2001;B0500310000000;Copacabana;Carla Camurati;Ficção;Copacabana Filmes e Produções;RJ; -; -;Elimar;13;234.014;1.422.805,00;Sim;2.127.651,64; - ; - ; - ;115.492,29; - ; - ; - ; - ; -; -;2.243.143,93
2001;B0500300000000;Domésticas, O Filme;Fernando Meirelles/Nando Olival;Ficção;O2 Filmes;SP; -; -;Pandora;5;91.488;422.675,00;Sim; - ; - ;950.104,00; - ; - ; - ; - ; - ; - ; -; -;950.104,00
2001;B0500277300000;Lavoura Arcaica;Luiz Fernando Carvalho;Ficção;Luiz Fernando de Carvalho Produções Artísticas;RJ;Videofilmes;RJ;RioFilme;10;143.860;874.018,00;Sim; - ; - ;2.722.000,00; - ; - ; - ; - ; - ; - ; -; -;2.722.000,00
2001;B0300047000000;Memórias Póstumas;André Klotzel;Ficção;Brás Filmes/TV Cultura;SP/SP; -; -;Lumière;57;186.380;855.484,00;Sim;807.000,00; - ;3.000.000,00; - ;267.880,90; - ; - ; - ; - ; -; -;4.074.880,90
2001;B0300006100000;Nelson Gonçalves;Elizeu Ewald;Documentário;Diler & Associados/Proview/Rob Filmes/Tele Image;RJ/RJ/RJ/SP; -; -;RioFilme;3;4.381;20.881,00;Sim;457.564,49; - ; - ; - ; - ; - ; - ; - ; - ; -; -;457.564,49
2001;B0500314000000;Netto Perde Sua Alma;Beto Souza/Tabajara Ruas;Ficção;Imagem B/Walper Ruas Produções;RS/RS; -; -;RioFilme;22;41.479;187.837,00;Sim; - ; - ;2.781.517,00; - ; - ; - ; - ; - ; - ; -; -;2.781.517,00
2001;B0500309700000;O Casamento de Louise;Betse de Paula;Ficção;Aurora Cinematográfica;RJ; -; -;RioFilme;5;8.761;49.126,00;Sim; - ; - ;230.517,00; - ; - ; - ; - ; - ; - ; -; -;230.517,00
2001;B0600454600000;O Chamado de Deus;José Joffily;Documentário;Coevo Filmes;RJ; -; -;RioFilme;2;4.535;25.316,00;Sim; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2001;B0500288800000;O Grilo Feliz;Walbercy Ribas;Animação;StartAnima;SP; -; -;HOYTS;29;216.611;1.022.404,00;Sim;70.000,00; - ;2.799.180,00; - ; - ; - ; - ; - ; - ; -; -;2.869.180,00
2001;B0500258400000;O Sonho de Rose, 10 Ano Depois;Tetê Moraes;Documentário;Vemver Brasil;RJ; -; -;RioFilme;5;12.232;46.561,00;Sim;350.000,00; - ; - ; - ; - ; - ; - ; - ; - ; -; -;350.000,00
2001;B0300004700000;O Xangô de Baker Street;Miguel Faria Jr.;Ficção;Skylight/Tibet Filme;RJ/RJ; -; -;Columbia;76;366.353;2.275.052,00;Sim;2.224.999,99; - ;5.025.890,00; - ;2.136.693,00; - ; - ; - ; - ; -; -;9.387.582,99
2001;B0500265600000;Senta a Pua!;Erik de Castro;Documentário;Bsb Cinema;DF; -; -;RioFilme;8;13.181;78.756,00;Sim;287.500,00; - ; - ; - ; - ; - ; - ; - ; - ; -; -;287.500,00
2001;B0500288700000;Tainá - uma Aventura na Amazônia;Sérgio Bloch/Tânia Lamarca;Ficção;Tietê Produções;RJ; -; -;Art Filmes/MAM;100;853.210;3.054.492,00;Sim;971.190,00; - ;4.322.286,54; - ;859.632,64; - ; - ; - ; - ; -; -;6.153.109,18
2001;B0600549900000;Tônica Dominante;Lina Chamie;Ficção;Superfilmes;SP; -; -;RioFilme;3;8.020;46.159,00;Sim; - ; - ;432.279,00; - ; - ; - ; - ; - ; - ; -; -;432.279,00
2001;B0500335400000;Um Anjo Trapalhão;Alexandre Boury/Marcelo Travesso;Ficção;Renato Aragão Produções;RJ; -; -;Fox;153;125.913;513.632,00;Sim; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2001;B0500186600000;Xuxa e os Duendes;Paulo Sérgio Almeida/Rogério Gomes;Ficção;Diler & Associados;RJ; -; -;Warner;311;2.657.091;11.691.200,00;Sim; - ; - ;700.000,00; - ;2.999.999,98; - ; - ; - ; - ; -; -;3.699.999,98
2002;B0500311900000;A Paixão de Jacobina;Fábio Barreto;Ficção;Filmes do Equador;RJ; -; -;PlayArte;45;146.062;682.110,00;Sim;2.150.000,00; - ;2.943.000,00; - ;799.276,57; - ; - ; - ; - ; -; -;5.892.276,57
2002;B0500309000000;As Três Marias;Aluizio Abranches;Ficção;Hare Filmes;RJ; -; -;Lumière;10;13.003;76.819,00;Sim;600.000,00; - ;1.373.482,00; - ;38.005,62; - ; - ; - ; - ; -; -;2.011.487,62
2002;B0300009600000;Avassaladoras;Mara Mourão;Ficção;Mamo Filmes;SP;Total Entertainment;RJ;Fox;103;310.260;1.722.883,00;Sim;270.000,00; - ; - ; - ; - ; - ; - ; - ; - ; -; -;270.000,00
2002;B0500309900000;Bellini e a Esfinge;Roberto Santucci;Ficção;Ananã Produções/Santa Fé Filmes;RJ/RJ; -; -;Copacabana Filmes;21;60.073;300.000,00;Sim;517.000,00; - ;1.237.100,00; - ;185.431,59; - ; - ; - ; - ; -; -;1.939.531,59
2002;B0300002800000;Cidade de Deus;Fernando Meirelles;Ficção;O2 Filmes;SP; -; -;Lumière;176;3.370.871;19.066.087,00;Sim; - ; - ;1.590.000,00; - ;1.412.325,99; - ;4.582.609,27; - ; - ; -; -;7.584.935,26
2002;B0300031500000;Dias de Nietzsche em Turim;Julio Bressane;Ficção;TB Produções;RJ; -; -;RioFilme;2;15.017;85.993,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2002;B0500291000000;Duas Vezes com Helena;Mauro Farias;Ficção;Fraiha Produções;RJ; -; -;RioFilme;5;6.374;40.056,00;Sim;432.000,00; - ;331.475,00; - ; - ; - ; - ; - ; - ; -; -;763.475,00
2002;B0500288900000;Edifício Master;Eduardo Coutinho;Documentário;Videofilmes;RJ; -; -;RioFilme;7;86.483;605.243,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2002;B1201554100000;Eu não Conhecia Tururu;Florinda Bolkan;Ficção;Jandaira Produções;CE; -; -;RioFilme;2;823;5.621,00;Sim;800.000,00; - ;70.000,00; - ; - ; - ; - ; - ; - ; -; -;870.000,00
2002;B0500404500000;Gregório de Mattos;Ana Carolina;Ficção;Crystal Cinematográfica;RJ; -; -;RioFilme;2;3.812;23.660,00;Sim;75.000,00; - ;200.000,00; - ; - ; - ; - ; - ; - ; -; -;275.000,00
2002;B0500298200000;Houve uma Vez Dois Verões;Jorge Furtado;Ficção;Casa de Cinema de Porto Alegre;RS; -; -;Columbia;11;68.487;384.212,00;Sim; - ; - ; - ; - ;173.000,00; - ; - ; - ; - ; -; -;173.000,00
2002;B0600513700000;Invasor;Beto Brant;Ficção;Drama Filmes;SP;Brasil Filmes/Ricca Produções;SP/SP;Pandora;16;103.810;669.762,00;Sim; - ; - ;330.000,00; - ;100.000,00; - ; - ; - ; - ; -; -;430.000,00
2002;B0500301000000;Janela da Alma;João Jardim/Walter Carvalho;Documentário;Dueto Filmes/Tambellini Filmes;RJ/RJ; -; -;Copacabana Filmes;4;141.360;795.856,00;Sim;180.000,00; - ;586.826,00; - ;53.902,17; - ; - ; - ; - ; -; -;820.728,17
2002;B0400148200000;Lara;Ana Maria Magalhães;Ficção;Nova Era Produções;RJ; -; -;RioFilme;9;2.639;15.504,00;Sim;1.481.924,79; - ;2.487.709,00; - ; - ; - ; - ; - ; - ; -; -;3.969.633,79
2002;B0500311800000;Latitude Zero;Toni Venturi;Ficção;Olhar Imaginário;SP; -; -;RioFilme;6;7.867;44.829,00;Sim;110.000,00; - ;657.239,00; - ; - ; - ; - ; - ; - ; -; -;767.239,00
2002;B0300008800000;Madame Satã;Karim Aïnouz;Ficção;Videofilmes;RJ; -; -;Lumière;24;163.161;1.155.180,00;Sim;120.000,00; - ;1.000.000,00; - ;1.174.214,40; - ;1.042.000,00; - ; - ; -; -;3.336.214,40
2002;B0500294200000;Nem Gravata, Nem Honra;Marcelo Masagão;Documentário;Um Minuto;SP; -; -;RioFilme;2;3.237;15.789,00;Não; - ; - ; - ; - ; - ; - ; - ; - ; - ; -; -; -
2002;B0500308800000;O Príncipe;Ugo Giorgetti;Ficção;SP Filmes de São Paulo;SP; -; -;Mais Filmes;11;15.295;94.037,00;Sim;300.000,00; - ;1.294.000,00; - ; - ; - ; - ; - ; - ; -; -;1.594.000,00
2002;B0500274200000;Onde a Terra Acaba;Sérgio Machado;Documentário;Videofilmes;RJ; -; -;RioFilme;2;3.786;20.543,00;Sim;107.120,00; - ;358.000,00; - ; - ; - ; - ; - ; - ; -; -;465.120,00
2002;B0500254200000;Ônibus 174;José Padilha;Documentário;Zazen Produções;RJ; -; -;RioFilme;5;35.290;203.962,00;Sim;200.000,00; - ; - ; - ; - ; - ; - ; - ; - ; -; -;200.000,00
2002;B0500311500000;Poeta de Sete Faces;Paulo Thiago;Documentário;Vitória Produções;RJ; -; -;RioFilme;3;4.495;20.972,00;Sim; - ; - ;600.000,00; - ; - ; - ; - ; - ; - ; -; -;600.000,00
2002;B0300005900000;Rocha que Voa;Eryk Rocha;Documentário;Grupo Novo de Cinema e TV;RJ; -; -;M21;1;5.929;30.000,00;Sim; - ; - ; - ; - ;183.790,94; - ; - ; - ; - ; -; -;183.790,94
2002;B0300029800000;Sonhos Tropicais;André Sturm;Ficção;Pandora Filmes;SP; -; -;Pandora;12;36.304;169.438,00;Sim; - ; - ;1.256.600,00; - ;390.370,27; - ; - ; - ; - ; -; -;1.646.970,27
2002;B0500377900000;Surf Adventures;Arthur Fontes;Documentário;Massangana Filmes/Curt e Alex Associados;RJ/SP; -; -;Lumière;77;200.853;1.295.502,00;Sim; - ; - ;150.000,00; - ;794.130,21; - ; - ; - ; - ; -; -;944.130,21
2002;B0500249000000;Timor Lorosae - O Massacre Que o Mundo não Viu;Lucélia Santos;Documentário;Nhock Produções Artísticas;RJ; -; -;RioFilme;5;7.683;28.797,00;Sim;697.240,80; - ; - ; - ; - ; - ; - ; - ; - ; -; -;697.240,80
2002;B0500312900000;Uma Onda no Ar;Helvécio Ratton;Ficção;Quimera Filmes;MG; -; -;Mais Filmes;11;34.837;153.644,00;Sim;620.460,00; - ;737.478,00; - ;72.906,17; - ; - ; - ; - ; -; -;1.430.844,17
2002;B0500293200000;Uma Vida em Segredo;Suzana Amaral;Ficção;Raiz Produções;SP; -; -;RioFilme;10;14.279;86.160,00;Sim; - ; - ;1.586.358,00; - ; - ; - ; - ; - ; - ; -; -;1.586.358,00
2002;B0500313000000;Viva São João;Andrucha Waddington;Documentário;Conspiração Filmes;RJ; -; -;Columbia;13;7.092;43.963,00;Sim;780.000,00; - ; - ; - ; - ; - ; - ; - ; - ; -; -;780.000,00
2002;B0300029600000;Xuxa e os Duendes 2;Paulo Sérgio Almeida/Rogério Gomes;Ficção;Diler & Associados/LaboCine/Quanta-Rio/Tele Image;RJ/RJ/RJ/SP; -; -;Warner;303;2.301.152;11.485.979,00;Sim;2.250,00; - ;2.522.000,00; - ;3.000.000,00; - ; - ; - ; - ; -; -;5.524.250,00
2003;B0400152400000;Acquaria;Flávia Moraes;Ficção;Four Team Promoções Artísticas;SP;Universal Music/Teleimage Productions/Spectra Midia Produções;RJ/SP/SP;Fox;340;837.695;4.466.393,00;Sim;149.285,40; - ;2.101.228,00; - ;2.926.542,27; - ; - ; - ; - ; -; -;5.177.055,67
2003;B0300010000000;Amarelo Manga;Claudio Assis;Ficção;Olhos de Cão;SP; -; -;RioFilme;16;129.021;769.750,00;Sim;122.000,00; - ;211.830,00; - ;66.938,00; - ; - ; - ; - ; -; -;400.768,00
2003;B0300008300000;Apolônio Brasil, Campeão da Alegria;Hugo Carvana;Ficção;Mac Comunicacão;RJ;RioFilme;RJ;RioFilme;6;12.176;79.348,00;Sim;1.570.000,00; - ;698.666,00; - ; - ; - ; - ; - ; - ; -; -;2.268.666,00
2003;B0300039900000;As Alegres Comadres;Leila Hipólito;Ficção;Ananã Produções/Conexão Cinema/Zohar Cinema;RJ/RJ/RJ; -; -;Imagem;11;2.977;21.486,00;Sim;300.000,00; - ;2.006.011,00; - ;398.323,79; - ; - ; - ; - ; -; -;2.704.334,79
2003;B0300002400000;Banda de Ipanema - Folia de Albino;Paulo César Saraceni;Documentário;Shater Produções Artísticas;RJ; -; -;RioFilme;3;2.004;9.854,00;Sim;221.000,00; - ; - ; - ; - ; - ; - ; - ; - ; -; -;221.000,00
2003;B0300006200000;Carandiru;Hector Babenco;Ficção;HB Filmes;SP; -; -;Columbia;298;4.693.853;29.623.481,00;Sim;1.800.000,00; - ;3.145.171,00; - ;1.500.000,00; - ; - ; - ; - ; -; -;6.445.171,00
2003;B0300041500000;Casseta & Planeta - a Taça do Mundo é Nossa;Lula Buarque de Hollanda;Ficção;Conspiração Filmes;RJ;Warner/Estudios Mega ;SP/RJ;Warner;274;690.709;4.346.394,00;Sim; - ; - ;1.768.000,00; - ;2.744.000,00; - ; - ; - ; - ; -; -;4.512.000,00
2003;B0300004100000;Cristina quer Casar;Luiz Villaça;Ficção;Nia Filmes;SP;Fox Film do Brasil/Estudios Mega/Ramalho Filmes/Tibet Filme;SP/RJ/SP/RJ;Fox;43;113.208;764.230,00;Sim; - ; - ;1.480.644,00; - ;982.580,78; - ; - ; - ; - ; -; -;2.463.224,78
2003;B0200001300000;Desmundo;Alain Fresnot;Ficção;A.F. Cinema/LaboCine;SP/RJ; -; -;Columbia;41;98.514;692.921,00;Sim;119.898,14; - ;3.316.929,00; - ;839.576,48; - ; - ; - ; - ; -; -;4.276.403,62
2003;B0300001600000;Deus é Brasileiro;Cacá Diegues;Ficção;Rio Vermelho Filmes;RJ; -; -;Columbia;162;1.635.212;10.655.438,00;Sim;1.960.000,00; - ;2.039.000,00; - ;1.499.999,66; - ; - ; - ; - ; -; -;5.498.999,66
2003;B0300015600000;Didi, o Cupido Trapalhão;Alexandre Boury/Paulo Aragão;Ficção;Diler & Associados;RJ; -; -;Columbia;147;1.758.579;8.984.535,00;Sim; - ; - ;1.475.535,00; - ;1.800.000,00; - ; - ; - ; - ; -; -;3.275.535,00
2003;B0400145800000;Dois Perdidos numa Noite Suja;José Joffily;Ficção;Coevo Filmes/RioFilme;RJ/RJ; -; -;Pandora/RioFilme;9;43.780;176.541,00;Sim; - ; - ;276.309,00; - ; - ; - ; - ; - ; - ; -; -;276.309,00
2003;B0300020800000;Dom;Moacyr Góes;Ficção;Diler & Associados;RJ; -; -;Warner;70;108.499;390.784,00;Sim;200.000,00; - ;1.730.523,00; - ;1.000.000,00; - ; - ; - ; - ; -; -;2.930.523,00
2003;B0200001000000;Durval Discos;Anna Muylaert;Ficção;África Filmes/Dezenove Som e Imagens;SP/SP; -; -;Europa/MAM;7;58.543;406.930,00;Sim; - ; - ;1.180.993,00; - ;200.000,00; - ; - ; - ; - ; -; -;1.380.993,00
2003;B0500276200000;Histórias do Olhar;Isa Albuquerque;Ficção;Íris Cinematográfica TV;RJ; -; -;Imovision;3;1.511;10.524,58;Sim;143.000,00; - ;529.301,00; - ; - ; - ; - ; - ; - ; -; -;672.301,00
2003;B0300009400000;Ilha Rá-Tim-Bum em O Martelo de Vulcano;Eliana Fonseca;Ficção;TV Cultura;SP;Teleimage Productions;SP;Warner;157;187.297;991.184,00;Sim; - ; - ; - ; - ;500.000,00; - ; - ; - ; - ; -; -;500.000,00
2003;B0300019500000;Lisbela e o Prisioneiro;Guel Arraes;Ficção;Uns Produções e Filmes;RJ;Estudios Mega;RJ;Fox;245;3.174.643;19.915.933,00;Sim;1.150.000,00; - ;850.000,00; - ;2.148.071,93; - ; - ; - ; - ; -; -;4.148.071,93
2003;B0300034800000;Maria, Mãe do Filho de Deus;Moacyr Góes;Ficção;Diler & Associados;RJ; -; -;Columbia;303;2.332.873;12.842.085,00;Sim;10.500,00; - ;1.314.450,00; - ;2.499.997,00; - ; - ; - ; - ; -; -;3.824.947,00
2003;B0300008900000;Nelson Freire;João Moreira Salles;Documentário;Videofilmes;RJ; -; -;Videofilmes;4;64.264;456.022,00;Sim;331.597,40; - ;651.000,00; - ; - ; - ; - ; - ; - ; -; -;982.597,40
2003;B0300007900000;O Caminho das Nuvens;Vicente Amorim;Ficção;Filmes do Equador;RJ; -; -;Buena Vista;73;214.830;1.705.750,00;Sim;1.500.000,00; - ;2.630.000,00; - ;1.500.000,00; - ; - ; - ; - ; -; -;5.630.000,00
2003;B0300002900000;O Homem do Ano;José Henrique Fonseca;Ficção;Conspiração Filmes/Estudios Mega/Estudios Quanta;RJ/RJ/SP; -; -;Warner;21;104.659;726.383,00;Sim;490.000,00; - ;2.169.320,00; - ;881.000,00; - ; - ; - ; - ; -; -;3.540.320,00
